0,1,2,3
0.5,0.5,0.5,0.5
0.37342081546736716,0.2515200526277182,0.6049556166857042,0.440547948026888
0.3355492744962477,0.7485272661411492,0.44546595612689566,0.45436704244090537
0.5764691599534277,0.7437925352063708,0.6625613362418139,0.4323011584496875
0.6774837267656031,0.2704068013220096,0.6269537940111092,0.4803154533967095
0.5346191597508407,0.25744501981765583,0.3697952670544968,0.6280891116131371
0.7306349463089105,0.7350637282240217,0.3809822759074854,0.5272760923691995
0.5443507639756816,0.5806302733770399,0.24758935969695256,0.654986448677344
0.31881046682024067,0.6018647062546362,0.4315666823303534,0.8128883026398257
0.3520139881896492,0.32824053734355,0.5611251980868677,0.7805757267668959
0.2579456800826789,0.33029551610650115,0.21299192612932477,0.5299241136730787
0.7005587854389724,0.6403743684358081,0.9679316221387947,0.4064544231129949
0.39249684679030244,0.5366659722773767,0.7528405269085804,0.3193971532952874
0.39236187840083414,0.7438907155320351,0.6533527115828073,0.6797326690790833
0.2935570799810039,0.721661477097579,0.915404497178415,0.4845817997582476
0.3405896353885931,0.2843396429475718,0.9612705677835497,0.36670613136190033
0.633090761999938,0.4013753363240764,0.9901443523585877,0.15573106748846774
0.6802151473902738,0.5032546078249465,0.6521592239792737,0.23568640943478805
0.5397513925569544,0.28090975050410394,0.3434100878373822,0.3231173988417286
0.5651283009396859,0.6832190661936554,0.349628371965038,0.22771446611610763
0.7075053261916172,0.3138972517517103,1.3913767208733128e-08,0.5953327157742385
0.3036075992155139,0.692732548140504,0.05069138008958202,0.597031542775974
