0,1,2,3
0.5,0.5,0.5,0.5
0.6885215230263094,0.2524233396369317,0.4737310789322556,0.492893009272862
0.2863081464453552,0.7215784475123882,0.4452320971374476,0.5001329828449597
0.7442667254620378,0.710674708074942,0.48290015614372755,0.5092109441526255
0.28359893753521614,0.2719613433162343,0.4554375526423086,0.5524598851854317
0.47886450767682104,0.717383215141268,0.7470927456748201,0.5249850935457352
0.4364603210476739,0.27641422085770395,0.7519213482569738,0.5089864946019476
0.548055971432809,0.5264649728857952,0.3159644899242302,0.7633886649657424
0.4798517045351579,0.5166229939041819,0.6575525556311702,0.21698525992968548
0.5253425047678338,0.738343618798914,0.2643185010946275,0.4089072240418499
0.4425507285579806,0.28809838931669435,0.15927978991656092,0.48035925574865274
0.7368158108451104,0.2639997704616345,0.8089238190390048,0.4183476477613823
0.7495142674498396,0.7267660150023761,0.8375488911186918,0.41329765642714456
0.298238809253208,0.6218919906388862,0.890176957824798,0.30780215389377646
0.572583517907231,0.4511809114475894,0.9858125827312774,0.21038079120493
0.25785415465553496,0.2683917728045912,0.9607587096988361,0.3515093711727399
0.3583418885297209,0.6273150641504172,0.5398791891943594,0.7643707030877163
0.48588800068460736,0.3604210035556223,0.609448663740223,0.8345752617653892
